[ 2026-07-05 02:00:39,452 ] 19 root - INFO - Initiate the data ingestion
[ 2026-07-05 02:01:02,941 ] 64 root - INFO - Performed train test split on the dataframe
[ 2026-07-05 02:01:02,941 ] 66 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-07-05 02:01:02,941 ] 74 root - INFO - Exporting train and test file path.
[ 2026-07-05 02:01:03,108 ] 83 root - INFO - Exported train and test file path.
[ 2026-07-05 02:01:03,109 ] 21 root - INFO - Data Initiation Completed
[ 2026-07-05 02:01:03,135 ] 25 root - INFO - Initiate the data Validation
[ 2026-07-05 02:01:03,229 ] 32 root - INFO - Required number of columns:2
[ 2026-07-05 02:01:03,229 ] 33 root - INFO - Data frame has columns:31
[ 2026-07-05 02:01:03,230 ] 32 root - INFO - Required number of columns:2
[ 2026-07-05 02:01:03,230 ] 33 root - INFO - Data frame has columns:31
[ 2026-07-05 02:01:03,546 ] 27 root - INFO - data Validation Completed
[ 2026-07-05 02:01:03,546 ] 30 root - INFO - data Transformation started
[ 2026-07-05 02:01:03,547 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-07-05 02:01:03,547 ] 65 root - INFO - Starting data transformation
[ 2026-07-05 02:01:03,614 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-07-05 02:01:03,614 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-07-05 02:01:03,738 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-07-05 02:01:03,741 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-07-05 02:01:03,741 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-07-05 02:01:03,744 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-07-05 02:01:03,746 ] 34 root - INFO - data Transformation completed
[ 2026-07-05 02:01:03,746 ] 36 root - INFO - Model Training sstared
