[ 2026-07-04 16:27:47,475 ] 15 root - INFO - Initiate the data ingestion
[ 2026-07-04 16:28:10,206 ] 64 root - INFO - Performed train test split on the dataframe
[ 2026-07-04 16:28:10,206 ] 66 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-07-04 16:28:10,206 ] 74 root - INFO - Exporting train and test file path.
[ 2026-07-04 16:28:10,371 ] 83 root - INFO - Exported train and test file path.
[ 2026-07-04 16:28:10,372 ] 17 root - INFO - Data Initiation Completed
[ 2026-07-04 16:28:10,378 ] 21 root - INFO - Initiate the data Validation
[ 2026-07-04 16:28:10,469 ] 32 root - INFO - Required number of columns:2
[ 2026-07-04 16:28:10,470 ] 33 root - INFO - Data frame has columns:31
[ 2026-07-04 16:28:10,470 ] 32 root - INFO - Required number of columns:2
[ 2026-07-04 16:28:10,470 ] 33 root - INFO - Data frame has columns:31
[ 2026-07-04 16:28:10,768 ] 23 root - INFO - data Validation Completed
